Node Number,Residual_EquivalentStress_t0p1,Residual_EquivalentStress_t0p5,Residual_EquivalentStress_t0p9,Residual_EquivalentStress_t1p1,Residual_EquivalentStress_t1p5,Residual_EquivalentStress_t1p9,Residual_EquivalentStress_t2p1,Residual_EquivalentStress_t2p5,Residual_EquivalentStress_t2p9,Residual_EquivalentStress_t3p0,Residual_ShearStress_XY_t0p1,Residual_ShearStress_XY_t0p5,Residual_ShearStress_XY_t0p9,Residual_ShearStress_XY_t1p1,Residual_ShearStress_XY_t1p5,Residual_ShearStress_XY_t1p9,Residual_ShearStress_XY_t2p1,Residual_ShearStress_XY_t2p5,Residual_ShearStress_XY_t2p9,Residual_ShearStress_XY_t3p0,Residual_ShearStress_XZ_t0p1,Residual_ShearStress_XZ_t0p5,Residual_ShearStress_XZ_t0p9,Residual_ShearStress_XZ_t1p1,Residual_ShearStress_XZ_t1p5,Residual_ShearStress_XZ_t1p9,Residual_ShearStress_XZ_t2p1,Residual_ShearStress_XZ_t2p5,Residual_ShearStress_XZ_t2p9,Residual_ShearStress_XZ_t3p0,Residual_ShearStress_YZ_t0p1,Residual_ShearStress_YZ_t0p5,Residual_ShearStress_YZ_t0p9,Residual_ShearStress_YZ_t1p1,Residual_ShearStress_YZ_t1p5,Residual_ShearStress_YZ_t1p9,Residual_ShearStress_YZ_t2p1,Residual_ShearStress_YZ_t2p5,Residual_ShearStress_YZ_t2p9,Residual_ShearStress_YZ_t3p0
1,731000000.0,687000000.0,1897000000.0,433000000.0,-233000000.0,8844000000.0,-160000000.0,-674200000000.0,-76190000000.0,5331000000.0,-327000000.0,-366000000.0,-367000000.0,-365000000.0,-3112000000.0,-37000000.0,-220000000.0,-290000000.0,-330000000.0,307000000.0,-76.0,3.0,-68.0,-12.0,13.0,-46.0,16900000.0,32000000.0,24000000.0,-166.0,-70300000.0,-77300000.0,-78700000.0,-75100000.0,-72900000.0,-77100000.0,16000000.0,-530000000.0,-243000000.0,-8893.0
2,-816000000.0,-3452000000.0,1124000000.0,924000000.0,420000000.0,943000000.0,220000000.0,-3100000000.0,36520000000.0,1285000000.0,-764200000.0,777100000.0,-224000000.0,-222800000.0,775600000.0,-225300000.0,-205000000.0,-401000000.0,-302000000.0,758700000.0,11002.0,1161.0,1165.0,1167.0,1182.0,1178.0,15000000.0,45000000.0,21000000.0,1262.0,-717000000.0,-128000000.0,-129800000.0,-125500000.0,-123700000.0,-128500000.0,-170000000.0,-560000000.0,-270000000.0,65800000.0
3,1100000000.0,1184000000.0,1228000000.0,1078000000.0,685000000.0,1102000000.0,480000000.0,-3200000000.0,-61530000000.0,1387000000.0,-113500000.0,-125500000.0,-126300000.0,726100000.0,-125900000.0,-126700000.0,-153000000.0,-422000000.0,-3218000000.0,-139000000.0,1588.0,1740.0,1758.0,1722.0,-17400000.0,1772.0,23700000.0,76800000.0,36000000.0,0.0,-103900000.0,-114800000.0,-116300000.0,-266300000.0,-110500000.0,-115100000.0,-160000000.0,-540000000.0,-270000000.0,-78305152.0
4,1145000000.0,1239000000.0,3160000000.0,1144000000.0,778000000.0,1170000000.0,560000000.0,-3200000000.0,890000000.0,1438000000.0,-401800000.0,-34300000.0,-34400000.0,274400000.0,-33900000.0,-34000000.0,-94000000.0,-389000000.0,-127000000.0,-386100000.0,7.0,-1666.0,-5.0,-1963.0,1.0,-84.0,985.0,-63200000.0,1282.0,0.0,-95200000.0,-844200000.0,-106800000.0,-103100000.0,-101100000.0,-736300000.0,3990000000.0,-520000000.0,-5560000000.0,-50706788.0
5,4614000000.0,1248000000.0,1285000000.0,1164000000.0,3689000000.0,1191000000.0,440000000.0,-3100000000.0,700000000.0,1438000000.0,-2234.0,-2593.0,-2616.0,-5.0,-2642.0,1.0,-44000000.0,-300000000.0,9954000000.0,-2823.0,-1714.0,-1901.0,-1919.0,-1883.0,-19100000.0,-1946.0,2900000.0,-43000000.0,8200000.0,-2066.0,-580700000.0,-119700000.0,-121300000.0,-117400000.0,-115500000.0,-120100000.0,-160000000.0,-520000000.0,-270000000.0,-134000000.0
6,1156000000.0,1260000000.0,-2704000000.0,1183000000.0,-2455000000.0,121000000.0,240000000.0,669200000000.0,370000000.0,1442000000.0,-1792.0,-2.0,-2099.0,0.0,-2136.0,1.0,-30000000.0,-200000000.0,-4350000000.0,-2753.0,0.0,1.0,-6.0,-436.0,-445.0,-450.0,-6000000.0,-36000000.0,-7000000.0,-2.0,-117700000.0,-130300000.0,-132000000.0,-127800000.0,-126000000.0,-130800000.0,-170000000.0,-500000000.0,14390000000.0,-145700000.0
7,1163000000.0,7801000000.0,1301000000.0,1187000000.0,3736000000.0,1215000000.0,90000000.0,-2900000000.0,-44410000000.0,1451000000.0,546.0,537.0,551.0,514.0,-5100000.0,514.0,-24000000.0,-100000000.0,5027000000.0,-314.0,1321.0,1447.0,1464.0,1427.0,-14400000.0,1476.0,-15000000.0,-27000000.0,-5071000000.0,-3.0,-112700000.0,-124700000.0,-126300000.0,-122300000.0,479800000.0,-125200000.0,-6200000000.0,-500000000.0,-270000000.0,-139600000.0
8,1176000000.0,1279000000.0,1315000000.0,1195000000.0,871000000.0,1223000000.0,43550000000.0,-3000000000.0,110000000.0,1469000000.0,4.0,-1.0,-3.0,116.0,108.0,0.0,-5300000.0,-14900000.0,4400000.0,3.0,7.0,-6.0,6.0,7426.0,159.0,-1.0,-1300000.0,-700000.0,-600000.0,-5.0,-99700000.0,889500000.0,-111900000.0,-108200000.0,-543600000.0,-815300000.0,-5701000000.0,70160000000.0,-259000000.0,-124200000.0
9,1164000000.0,1268000000.0,-3153000000.0,1188000000.0,887000000.0,1214000000.0,120000000.0,-3000000000.0,160000000.0,1455000000.0,-623.0,-643.0,-659.0,-619.0,-6300000.0,-691.0,431000000.0,-40000000.0,-4427000000.0,-1745.0,-1341.0,-1471.0,-1487.0,-1450.0,-14600000.0,-1503.0,-13000000.0,-22000000.0,-24000000.0,4886.0,-110800000.0,-285500000.0,-124200000.0,-120200000.0,-118400000.0,-36600000.0,-160000000.0,-500000000.0,-270000000.0,-138000000.0
10,1156000000.0,1260000000.0,1293000000.0,1183000000.0,901000000.0,1210000000.0,270000000.0,-2900000000.0,400000000.0,1447000000.0,1520.0,1753.0,1760.0,1750.0,1762.0,1747.0,-10000000.0,26140000000.0,-8020000000.0,1209.0,-38.0,0.0,-12.0,3363.0,2.0,1.0,-4000000.0,-15000000.0,-8000000.0,4461.0,-118000000.0,394200000.0,-132300000.0,-128000000.0,-126300000.0,-131100000.0,-170000000.0,-12300000000.0,-280000000.0,-249700000.0
