Node Number,Residual_EquivalentStress_t0p1,Residual_EquivalentStress_t0p5,Residual_EquivalentStress_t0p9,Residual_EquivalentStress_t1p1,Residual_EquivalentStress_t1p5,Residual_EquivalentStress_t1p9,Residual_EquivalentStress_t2p1,Residual_EquivalentStress_t2p5,Residual_EquivalentStress_t2p9,Residual_EquivalentStress_t3p0,Residual_ShearStress_XY_t0p1,Residual_ShearStress_XY_t0p5,Residual_ShearStress_XY_t0p9,Residual_ShearStress_XY_t1p1,Residual_ShearStress_XY_t1p5,Residual_ShearStress_XY_t1p9,Residual_ShearStress_XY_t2p1,Residual_ShearStress_XY_t2p5,Residual_ShearStress_XY_t2p9,Residual_ShearStress_XY_t3p0,Residual_ShearStress_XZ_t0p1,Residual_ShearStress_XZ_t0p5,Residual_ShearStress_XZ_t0p9,Residual_ShearStress_XZ_t1p1,Residual_ShearStress_XZ_t1p5,Residual_ShearStress_XZ_t1p9,Residual_ShearStress_XZ_t2p1,Residual_ShearStress_XZ_t2p5,Residual_ShearStress_XZ_t2p9,Residual_ShearStress_XZ_t3p0,Residual_ShearStress_YZ_t0p1,Residual_ShearStress_YZ_t0p5,Residual_ShearStress_YZ_t0p9,Residual_ShearStress_YZ_t1p1,Residual_ShearStress_YZ_t1p5,Residual_ShearStress_YZ_t1p9,Residual_ShearStress_YZ_t2p1,Residual_ShearStress_YZ_t2p5,Residual_ShearStress_YZ_t2p9,Residual_ShearStress_YZ_t3p0
1,-4657000000.0,-2000000.0,-3000000.0,-4394000000.0,-2000000.0,-2000000.0,0.0,0.0,0.0,-2000000.0,0.0,100000.0,0.0,100000.0,100000.0,0.0,0.0,0.0,0.0,100000.0,-8.0,-6.0,-5.0,-6.0,-5.0,-5.0,0.0,0.0,-100000.0,-6.0,-200000.0,-304400000.0,139400000.0,-200000.0,-100000.0,-200000.0,-1000000.0,0.0,0.0,-16.0
2,-4000000.0,-2000000.0,-6654000000.0,-3000000.0,-2000000.0,-2000000.0,0.0,-10000000.0,0.0,-2000000.0,4.0,-13.0,-6.0,-13.0,-15.0,-8.0,0.0,0.0,0.0,-21.0,-1.0,-1.0,0.0,-1.0,-2.0,-1.0,0.0,0.0,652400000.0,-2.0,-300000.0,-200000.0,-200000.0,-300000.0,-200000.0,-200000.0,-1000000.0,0.0,0.0,-200000.0
3,6774000000.0,-3000000.0,-2000000.0,-3000000.0,-2000000.0,-2000000.0,-10000000.0,0.0,-10000000.0,-2000000.0,-5.0,1.0,-4.0,3.0,-10.0,5.0,100000.0,100000.0,100000.0,-23.0,6.0,5.0,5.0,4.0,3.0,4.0,4.0,100000.0,4.0,3.0,-300000.0,-200000.0,-200000.0,-200000.0,-100000.0,-200000.0,0.0,0.0,0.0,-200000.0
4,-4000000.0,-3000000.0,9204000000.0,7710000000.0,-1091000000.0,-7887000000.0,-10000000.0,-10000000.0,0.0,-3000000.0,-13.0,-11.0,-11.0,-12.0,-13.0,-11.0,200000.0,0.0,175700000.0,-30.0,10.0,-88.0,1.0,5.0,1.0,11.0,0.0,0.0,0.0,28.0,-200000.0,-200000.0,-200000.0,-15400000.0,-100000.0,-200000.0,0.0,0.0,0.0,-200000.0
5,7529000000.0,2031000000.0,-3000000.0,-3000000.0,-785000000.0,-3000000.0,0.0,0.0,0.0,-2000000.0,-200000.0,-200000.0,-200000.0,-200000.0,-617500000.0,-100000.0,0.0,0.0,0.0,-34.0,-8.0,-6.0,-6.0,-6.0,-5.0,-6.0,-8.0,-138500000.0,-4.0,-8.0,-300000.0,-200000.0,-641900000.0,-200000.0,-200000.0,-399800000.0,0.0,-1000000.0,0.0,-200000.0
6,-3000000.0,-2000000.0,-3000000.0,-2000000.0,-2000000.0,-2000000.0,0.0,0.0,-9280000000.0,-3000000.0,-11.0,-8.0,-10.0,-10.0,-11.0,-11.0,0.0,0.0,0.0,-21.0,4.0,-3.0,-5.0,9357.0,-1.0,5.0,0.0,0.0,0.0,-2.0,-725700000.0,-200000.0,-200000.0,-200000.0,-200000.0,-200000.0,0.0,0.0,0.0,-200000.0
7,-3000000.0,-3000000.0,-3000000.0,-3000000.0,-2000000.0,-2000000.0,0.0,0.0,0.0,-2000000.0,-6.0,-8243.0,-2816.0,-1.0,-3.0,-3.0,0.0,0.0,0.0,-4.0,7.0,5.0,5.0,5.0,4.0,4.0,0.0,0.0,-100000.0,5.0,-200000.0,-200000.0,-200000.0,437200000.0,-100000.0,-200000.0,0.0,0.0,0.0,-300000.0
8,-3000000.0,-2000000.0,-3000000.0,-3000000.0,-2000000.0,-3000000.0,0.0,0.0,0.0,-2000000.0,-24.0,-6.0,14.0,-6.0,-1.0,-1.0,-5.0,0.0,-4.0,3.0,3.0,3376.0,5.0,-5.0,7295.0,6.0,0.0,0.0,1.0,5.0,-300000.0,-100000.0,-200000.0,74500000.0,-200000.0,-100000.0,0.0,0.0,0.0,-200000.0
9,-4000000.0,-3000000.0,-3000000.0,-3000000.0,-2000000.0,-3000000.0,0.0,0.0,0.0,-3000000.0,-3.0,-10.0,4.0,-12.0,-12.0,-11.0,0.0,0.0,0.0,8.0,-8.0,-6.0,-6.0,-6.0,-5.0,-5.0,-100000.0,0.0,-100000.0,-6.0,-607800000.0,-100000.0,-200000.0,-200000.0,-100000.0,-200000.0,0.0,0.0,0.0,-449300000.0
10,-7618000000.0,-3000000.0,-3000000.0,-2000000.0,-2000000.0,7864000000.0,8720000000.0,0.0,-10450000000.0,-5529000000.0,-7.0,-6.0,-6.0,-7.0,-8.0,-8.0,0.0,0.0,0.0,-6.0,3.0,19.0,880.0,-29.0,-3.0,-23.0,-100000.0,0.0,0.0,1.0,-400000.0,124000000.0,-200000.0,-300000.0,-644500000.0,-200000.0,0.0,0.0,0.0,-537500000.0
