Node Number,Residual_EquivalentStress_t0p1,Residual_EquivalentStress_t0p5,Residual_EquivalentStress_t0p9,Residual_EquivalentStress_t1p1,Residual_EquivalentStress_t1p5,Residual_EquivalentStress_t1p9,Residual_EquivalentStress_t2p1,Residual_EquivalentStress_t2p5,Residual_EquivalentStress_t2p9,Residual_EquivalentStress_t3p0,Residual_ShearStress_XY_t0p1,Residual_ShearStress_XY_t0p5,Residual_ShearStress_XY_t0p9,Residual_ShearStress_XY_t1p1,Residual_ShearStress_XY_t1p5,Residual_ShearStress_XY_t1p9,Residual_ShearStress_XY_t2p1,Residual_ShearStress_XY_t2p5,Residual_ShearStress_XY_t2p9,Residual_ShearStress_XY_t3p0,Residual_ShearStress_XZ_t0p1,Residual_ShearStress_XZ_t0p5,Residual_ShearStress_XZ_t0p9,Residual_ShearStress_XZ_t1p1,Residual_ShearStress_XZ_t1p5,Residual_ShearStress_XZ_t1p9,Residual_ShearStress_XZ_t2p1,Residual_ShearStress_XZ_t2p5,Residual_ShearStress_XZ_t2p9,Residual_ShearStress_XZ_t3p0,Residual_ShearStress_YZ_t0p1,Residual_ShearStress_YZ_t0p5,Residual_ShearStress_YZ_t0p9,Residual_ShearStress_YZ_t1p1,Residual_ShearStress_YZ_t1p5,Residual_ShearStress_YZ_t1p9,Residual_ShearStress_YZ_t2p1,Residual_ShearStress_YZ_t2p5,Residual_ShearStress_YZ_t2p9,Residual_ShearStress_YZ_t3p0
1,781000000.0,813000000.0,856000000.0,736000000.0,546000000.0,741000000.0,-720000000.0,-33230000000.0,-860000000.0,959000000.0,771400000.0,111000000.0,-367000000.0,-366000000.0,-367000000.0,-368000000.0,-338000000.0,-300000000.0,-3582000000.0,613700000.0,-83.0,-63.0,-70.0,-47.0,1.0,-62.0,13100000.0,19800000.0,15700000.0,-106.0,-7088.0,-43503461.0,-7898.0,-364600000.0,-76700000.0,-78300000.0,-47000000.0,5220000000.0,-58000000.0,-8447.0
2,1035000000.0,-1161000000.0,-3477000000.0,7315000000.0,-6683000000.0,7199000000.0,-410000000.0,420000000.0,-480000000.0,1246000000.0,-200000000.0,-223100000.0,-823200000.0,776700000.0,-223900000.0,3300000.0,-238000000.0,-253000000.0,-285000000.0,-233400000.0,1039.0,1161.0,1164.0,1165.0,1170.0,1170.0,14900000.0,-614200000.0,-776800000.0,1209.0,-116400000.0,-129100000.0,-130000000.0,-128300000.0,-127500000.0,118000000.0,-89000000.0,-159000000.0,-108000000.0,-170900000.0
3,7031000000.0,1226000000.0,1245000000.0,1198000000.0,1133000000.0,121000000.0,-300000000.0,22620000000.0,-360000000.0,-8658000000.0,-113700000.0,-125700000.0,-126100000.0,-125900000.0,-126000000.0,-126500000.0,-148300000.0,-177000000.0,-176400000.0,-129800000.0,1592.0,1745.0,1755.0,1741.0,1748.0,1762.0,1939.0,26200000.0,2339.0,8276.0,-215100000.0,372100000.0,-116700000.0,-115000000.0,-114300000.0,-116100000.0,-76000000.0,-147000000.0,-93000000.0,-36008827.0
4,7713000000.0,1276000000.0,1294000000.0,1251000000.0,-7408000000.0,1264000000.0,-300000000.0,720000000.0,-340000000.0,-8609000000.0,-32000000.0,-34400000.0,-34500000.0,353500000.0,-341200000.0,-34400000.0,-63000000.0,-96000000.0,-72000000.0,-32900000.0,7.0,5.0,0.0,1.0,42.0,-1.0,5.0,828.0,2.0,-2.0,-95700000.0,-106300000.0,-107100000.0,-105500000.0,-104700000.0,-106500000.0,-67000000.0,-5978000000.0,-7803000000.0,-11425.0
5,1163000000.0,1282000000.0,1297000000.0,-8740000000.0,-8789000000.0,-8729000000.0,-270000000.0,21200000000.0,-310000000.0,-92000000.0,-2237.0,-2590.0,-2608.0,-2585.0,-10667.0,-2635.0,-2000000.0,-33000000.0,0.0,-3066.0,-1718.0,-1904.0,-1916.0,-1901.0,-1911.0,-1926.0,-1351.0,424200000.0,-1693.0,-2053.0,-108700000.0,-120700000.0,-121500000.0,880000000.0,-831100000.0,47300000.0,-80000000.0,-15000000.0,-98000000.0,-117101249.0
6,-7373000000.0,1288000000.0,1303000000.0,-8732000000.0,-295000000.0,-8720000000.0,-280000000.0,550000000.0,-320000000.0,1399000000.0,-1791.0,-2084.0,-2095.0,-10171.0,65.0,-10067.0,8597000000.0,-19000000.0,4000000.0,-2425.0,4598.0,4.0,2.0,-1.0,-10361.0,2.0,500000.0,-4000000.0,-685000000.0,6.0,-118400000.0,-131200000.0,-132200000.0,-130500000.0,-129800000.0,-260500000.0,-90000000.0,-160000000.0,-110000000.0,-141000000.0
7,1175000000.0,1296000000.0,-6537000000.0,-8724000000.0,-8769000000.0,-8712000000.0,-310000000.0,420000000.0,-350000000.0,-365000000.0,552.0,545.0,551.0,537.0,535.0,547.0,3055000000.0,-23000000.0,-15000000.0,471.0,1325.0,1452.0,1462.0,1447.0,1454.0,1468.0,153200000.0,-18000000.0,-18500000.0,-1.0,-113200000.0,-125700000.0,-126700000.0,875100000.0,875800000.0,987200000.0,-87000000.0,-156000000.0,-7296000000.0,-135100000.0
8,1189000000.0,1311000000.0,1326000000.0,-8710000000.0,-9091000000.0,-230000000.0,-330000000.0,400000000.0,-390000000.0,1424000000.0,1.0,1.0,7.0,-1.0,116.0,6.0,348.0,-5800000.0,333.0,-4.0,-7.0,160.0,-1.0,3810.0,5.0,-3686.0,156.0,166.0,185.0,2.0,-100300000.0,-111400000.0,-112300000.0,-110700000.0,-109900000.0,-111700000.0,-2999000000.0,-144000000.0,-90000000.0,-73404629.0
9,1177000000.0,1298000000.0,1313000000.0,-8723000000.0,-8767000000.0,-9512000000.0,35060000000.0,37870000000.0,-360000000.0,141000000.0,-629.0,-649.0,-658.0,-642.0,-645.0,-661.0,-2671000000.0,-10000000.0,-10000000.0,0.0,-1346.0,-1475.0,-1485.0,-1469.0,-1476.0,-1491.0,-14900000.0,-17000000.0,-18400000.0,7.0,-111400000.0,-123600000.0,-124500000.0,932100000.0,726600000.0,875900000.0,6368000000.0,-155000000.0,-103000000.0,-132900000.0
10,1169000000.0,1289000000.0,1304000000.0,-8731000000.0,-8773000000.0,-8719000000.0,-270000000.0,560000000.0,-310000000.0,1400000000.0,1519.0,1751.0,1758.0,1754.0,1758.0,1762.0,9000000.0,1000000.0,1000000.0,1867.0,1.0,-68.0,-1.0,72.0,-2286.0,-23.0,-683100000.0,-4000000.0,-2300000.0,1.0,-118600000.0,-131500000.0,-132500000.0,-130800000.0,-258800000.0,-132100000.0,-91000000.0,-161000000.0,-111000000.0,-190900000.0
