Node Number,Residual_EquivalentStress_t0p1,Residual_EquivalentStress_t0p5,Residual_EquivalentStress_t0p9,Residual_EquivalentStress_t1p1,Residual_EquivalentStress_t1p5,Residual_EquivalentStress_t1p9,Residual_EquivalentStress_t2p1,Residual_EquivalentStress_t2p5,Residual_EquivalentStress_t2p9,Residual_EquivalentStress_t3p0,Residual_ShearStress_XY_t0p1,Residual_ShearStress_XY_t0p5,Residual_ShearStress_XY_t0p9,Residual_ShearStress_XY_t1p1,Residual_ShearStress_XY_t1p5,Residual_ShearStress_XY_t1p9,Residual_ShearStress_XY_t2p1,Residual_ShearStress_XY_t2p5,Residual_ShearStress_XY_t2p9,Residual_ShearStress_XY_t3p0,Residual_ShearStress_XZ_t0p1,Residual_ShearStress_XZ_t0p5,Residual_ShearStress_XZ_t0p9,Residual_ShearStress_XZ_t1p1,Residual_ShearStress_XZ_t1p5,Residual_ShearStress_XZ_t1p9,Residual_ShearStress_XZ_t2p1,Residual_ShearStress_XZ_t2p5,Residual_ShearStress_XZ_t2p9,Residual_ShearStress_XZ_t3p0,Residual_ShearStress_YZ_t0p1,Residual_ShearStress_YZ_t0p5,Residual_ShearStress_YZ_t0p9,Residual_ShearStress_YZ_t1p1,Residual_ShearStress_YZ_t1p5,Residual_ShearStress_YZ_t1p9,Residual_ShearStress_YZ_t2p1,Residual_ShearStress_YZ_t2p5,Residual_ShearStress_YZ_t2p9,Residual_ShearStress_YZ_t3p0
1,-4000000.0,-2000000.0,-3000000.0,-3000000.0,0.0,-2000000.0,0.0,0.0,0.0,-3000000.0,0.0,100000.0,-100000.0,200000.0,300000.0,100000.0,0.0,0.0,0.0,0.0,-8.0,-6.0,-6.0,-7.0,-100000.0,-4.0,-100000.0,0.0,-352000000.0,-5.0,-300000.0,794500000.0,-200000.0,-758000000.0,-100000.0,-100000.0,0.0,0.0,0.0,-16.0
2,-4000000.0,7927000000.0,-3000000.0,-3000000.0,0.0,-2000000.0,-10000000.0,0.0,0.0,-2000000.0,-7.0,-14.0,-2.0,-22.0,300000.0,-11.0,0.0,0.0,-1376000000.0,-6.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-400000.0,-200000.0,-200000.0,-200000.0,685700000.0,-100000.0,0.0,0.0,0.0,-200000.0
3,-4000000.0,-2000000.0,-2000000.0,-2000000.0,0.0,-2000000.0,0.0,0.0,0.0,-3000000.0,1.0,-6.0,-2.0,-14.0,100000.0,-9.0,0.0,0.0,0.0,0.0,7.0,5.0,5.0,4.0,0.0,2.0,100000.0,0.0,0.0,4.0,-831000000.0,-481700000.0,-200000.0,-200000.0,-100000.0,-100000.0,0.0,0.0,0.0,-200000.0
4,-4000000.0,-3000000.0,-3000000.0,-3000000.0,-15760000000.0,-2000000.0,-10000000.0,0.0,-10000000.0,-3000000.0,-11.0,-8.0,-7.0,-16.0,-12.0,-12.0,0.0,0.0,1000000.0,-7.0,2.0,7.0,-15.0,1.0,0.0,2820.0,0.0,0.0,-1.0,40.0,-300000.0,-200000.0,666700000.0,-200000.0,-100000.0,108800000.0,0.0,0.0,0.0,-100000.0
5,2444000000.0,-2000000.0,-2000000.0,-2000000.0,-10000000.0,-1000000.0,0.0,0.0,0.0,-2000000.0,128500000.0,-100000.0,-200000.0,-200000.0,-100000.0,-790400000.0,0.0,0.0,0.0,-13.0,-9.0,-5.0,-6.0,-7.0,0.0,-4.0,0.0,0.0,0.0,-6.0,-300000.0,-200000.0,-200000.0,-200000.0,-100000.0,-200000.0,0.0,0.0,0.0,534400000.0
6,-4000000.0,798000000.0,3445000000.0,-3000000.0,0.0,-2000000.0,0.0,0.0,0.0,-2000000.0,-9.0,-5.0,-7.0,-12.0,-109900000.0,-11.0,0.0,0.0,0.0,-7.0,5.0,-1.0,8175.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,-2.0,-400000.0,-200000.0,239100000.0,-300000.0,-100000.0,-200000.0,0.0,0.0,0.0,610000000.0
7,-3001000000.0,-3000000.0,-3000000.0,6307000000.0,0.0,-6716000000.0,0.0,0.0,0.0,-3000000.0,3.0,3.0,1.0,-1.0,0.0,-5.0,0.0,0.0,0.0,-7.0,8.0,5.0,5.0,5.0,0.0,3.0,0.0,0.0,0.0,4.0,-300000.0,-200000.0,-200000.0,-200000.0,-123400000.0,-100000.0,0.0,0.0,0.0,-200000.0
8,-5000000.0,-1542000000.0,-3000000.0,-3000000.0,-10000000.0,-2000000.0,0.0,0.0,0.0,-3000000.0,-1.0,3.0,-5.0,5885.0,-5.0,-2.0,0.0,0.0,100000.0,-4.0,2.0,-5.0,-5.0,-5.0,1.0,-2.0,0.0,0.0,0.0,-6.0,-200000.0,-200000.0,-200000.0,-100000.0,-100000.0,-100000.0,0.0,0.0,0.0,-200000.0
9,-4000000.0,-3000000.0,-3000000.0,-3000000.0,0.0,-2000000.0,0.0,0.0,0.0,-2000000.0,-12.0,-10.0,-10.0,-12.0,-100000.0,-11.0,0.0,0.0,0.0,-12.0,-9.0,-6.0,-6.0,-6.0,0.0,-4.0,0.0,0.0,0.0,-6.0,-300000.0,-200000.0,-200000.0,-200000.0,0.0,-100000.0,0.0,0.0,0.0,-200000.0
10,-4000000.0,-2000000.0,-3459000000.0,-3000000.0,0.0,-2000000.0,0.0,0.0,18800000000.0,-3000000.0,-4.0,-5.0,-5.0,-8.0,-8.0,-9.0,0.0,0.0,0.0,-9.0,15.0,0.0,21.0,-4.0,-2.0,7.0,0.0,0.0,0.0,4.0,-400000.0,-200000.0,-300000.0,-200000.0,-100000.0,-100000.0,0.0,0.0,0.0,615400000.0
