Node Number,Residual_EquivalentStress_t0p1,Residual_EquivalentStress_t0p5,Residual_EquivalentStress_t0p9,Residual_EquivalentStress_t1p1,Residual_EquivalentStress_t1p5,Residual_EquivalentStress_t1p9,Residual_EquivalentStress_t2p1,Residual_EquivalentStress_t2p5,Residual_EquivalentStress_t2p9,Residual_EquivalentStress_t3p0,Residual_ShearStress_XY_t0p1,Residual_ShearStress_XY_t0p5,Residual_ShearStress_XY_t0p9,Residual_ShearStress_XY_t1p1,Residual_ShearStress_XY_t1p5,Residual_ShearStress_XY_t1p9,Residual_ShearStress_XY_t2p1,Residual_ShearStress_XY_t2p5,Residual_ShearStress_XY_t2p9,Residual_ShearStress_XY_t3p0,Residual_ShearStress_XZ_t0p1,Residual_ShearStress_XZ_t0p5,Residual_ShearStress_XZ_t0p9,Residual_ShearStress_XZ_t1p1,Residual_ShearStress_XZ_t1p5,Residual_ShearStress_XZ_t1p9,Residual_ShearStress_XZ_t2p1,Residual_ShearStress_XZ_t2p5,Residual_ShearStress_XZ_t2p9,Residual_ShearStress_XZ_t3p0,Residual_ShearStress_YZ_t0p1,Residual_ShearStress_YZ_t0p5,Residual_ShearStress_YZ_t0p9,Residual_ShearStress_YZ_t1p1,Residual_ShearStress_YZ_t1p5,Residual_ShearStress_YZ_t1p9,Residual_ShearStress_YZ_t2p1,Residual_ShearStress_YZ_t2p5,Residual_ShearStress_YZ_t2p9,Residual_ShearStress_YZ_t3p0
1,-1000000.0,-1000000.0,0.0,-1000000.0,-1000000.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,-1.0,2.0,0.0,0.0,0.0,2.0,10.0,100000.0,3.0,100000.0,0.0,100000.0,0.0,0.0,0.0,6.0
2,-2000000.0,-1000000.0,0.0,6227000000.0,-1000000.0,6101000000.0,0.0,0.0,0.0,-1000000.0,0.0,100000.0,100000.0,100000.0,100000.0,100000.0,0.0,0.0,0.0,100000.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,200000.0,0.0,100000.0,0.0,100000.0,247600000.0,0.0,0.0,0.0,0.0
3,5911000000.0,-1000000.0,0.0,-7390000000.0,-7445000000.0,7253000000.0,0.0,0.0,0.0,-1000000.0,0.0,100000.0,100000.0,100000.0,100000.0,0.0,100000.0,0.0,100000.0,100000.0,-3.0,-2.0,-1.0,-2.0,-3.0,-3.0,-2.0,0.0,-2.0,8269.0,100000.0,487900000.0,0.0,0.0,100000.0,100000.0,0.0,0.0,0.0,0.0
4,6551000000.0,-1000000.0,0.0,-7786000000.0,-1000000.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,100000.0,100000.0,388000000.0,0.0,0.0,0.0,0.0,0.0,0.0,2961.0,6.0,-3.0,-3.0,-30.0,-3.0,5.0,0.0,5.0,-3.0,100000.0,0.0,0.0,100000.0,-400400000.0,100000.0,0.0,0.0,1000000.0,6.0
5,-2000000.0,0.0,-1000000.0,0.0,-1000000.0,-1000000.0,0.0,0.0,0.0,-1000000.0,6.0,-5.0,-3.0,-1.0,5.0,0.0,0.0,0.0,0.0,-2.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,2.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,0.0,0.0,0.0,100000.0
6,-7490000000.0,0.0,0.0,-8749000000.0,8477000000.0,-1000000.0,0.0,0.0,0.0,0.0,2.0,-5.0,-4.0,-8088.0,0.0,-4.0,0.0,0.0,0.0,-2.0,4.0,6.0,7.0,-1.0,0.0,-1.0,0.0,0.0,0.0,-1.0,100000.0,100000.0,100000.0,100000.0,100000.0,100000.0,0.0,0.0,0.0,100000.0
7,-1000000.0,-1000000.0,-1000000.0,-1000000.0,-2000000.0,-1000000.0,0.0,0.0,0.0,0.0,-3.0,-6.0,-4.0,-5.0,-5.0,-6.0,0.0,0.0,0.0,-5.0,-3.0,-2.0,-1.0,-2.0,-3.0,-3.0,0.0,0.0,0.0,2.0,-315800000.0,0.0,0.0,100000.0,100000.0,113500000.0,0.0,0.0,0.0,0.0
8,-1000000.0,-1000000.0,-1000000.0,-1000000.0,-2000000.0,8467000000.0,0.0,0.0,0.0,-1000000.0,3.0,1.0,1.0,-2.0,7456.0,2.0,-3.0,0.0,-3.0,-1.0,-7.0,2676.0,-2046.0,3808.0,3.0,-7.0,0.0,-1.0,0.0,-1417.0,100000.0,100000.0,0.0,100000.0,100000.0,100000.0,0.0,0.0,0.0,100000.0
9,-1000000.0,-1000000.0,-1000000.0,-1000000.0,-1000000.0,-9505000000.0,0.0,0.0,0.0,476000000.0,4.0,-3.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,0.0,8.0,100000.0,100000.0,0.0,55000000.0,848800000.0,100000.0,0.0,0.0,0.0,100000.0
10,-1000000.0,-1000000.0,0.0,-1000000.0,-1000000.0,-1000000.0,0.0,0.0,0.0,-397000000.0,0.0,-5.0,-4.0,-3.0,-4.0,-4.0,0.0,0.0,0.0,-4.0,7.0,-64.0,3.0,-16.0,-2281.0,-13.0,0.0,0.0,0.0,1.0,200000.0,100000.0,-504800000.0,100000.0,100000.0,-235700000.0,0.0,0.0,0.0,100000.0
11,-1000000.0,0.0,0.0,-1000000.0,-1000000.0,-1000000.0,0.0,0.0,0.0,-100000000.0,-4.0,-7.0,-6.0,-6.0,-8.0,-8.0,0.0,-1000000.0,0.0,-7.0,-3.0,-2.0,-2.0,-2.0,-3.0,-3.0,-1.0,0.0,-2.0,-2.0,100000.0,0.0,100000.0,100000.0,100000.0,100000.0,0.0,0.0,0.0,0.0
12,-6536000000.0,0.0,0.0,-1000000.0,-1000000.0,-1000000.0,0.0,-30500000000.0,0.0,-1000000.0,0.0,0.0,0.0,0.0,0.0,-100000.0,0.0,0.0,0.0,-100000.0,-6.0,3.0,7573.0,-6.0,0.0,5.0,0.0,-1.0,-1.0,4.0,100000.0,0.0,0.0,100000.0,100000.0,0.0,0.0,0.0,0.0,11800000.0
13,-2000000.0,-1000000.0,0.0,-1000000.0,-1000000.0,-1000000.0,0.0,0.0,0.0,-1000000.0,100000.0,0.0,0.0,0.0,533800000.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,2.0,-4.0,100000.0,0.0,0.0,100000.0,100000.0,100000.0,0.0,0.0,0.0,100000.0
14,-4457000000.0,0.0,-1000000.0,-1000000.0,-1000000.0,-1000000.0,0.0,0.0,0.0,-1000000.0,100000.0,-100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,200000.0,100000.0,0.0,100000.0,100000.0,224200000.0,0.0,0.0,0.0,100000.0
15,-1000000.0,0.0,0.0,0.0,0.0,-1000000.0,0.0,0.0,0.0,-1000000.0,0.0,0.0,0.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,-3.0,-2.0,-1.0,-2.0,5106.0,-2.0,0.0,100000.0,100000.0,-1.0,10.0,4.0,4.0,303400000.0,100000.0,100000.0,0.0,0.0,0.0,6.0
16,-7665000000.0,2000000.0,-773000000.0,3000000.0,0.0,2000000.0,0.0,0.0,0.0,3503000000.0,46600000.0,0.0,100000.0,0.0,-1.0,-673300000.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,3.0,8.0,0.0,3.0,0.0,100000.0,100000.0,0.0,0.0,0.0,5.0
17,2000000.0,1000000.0,4088000000.0,2000000.0,-1880000000.0,3000000.0,0.0,0.0,0.0,1000000.0,0.0,0.0,100000.0,100000.0,100000.0,100000.0,0.0,0.0,1000000.0,100000.0,-7.0,-4.0,0.0,3.0,-5.0,4.0,0.0,0.0,0.0,-3633.0,200000.0,100000.0,0.0,200000.0,100000.0,200000.0,0.0,0.0,0.0,100000.0
18,3000000.0,1000000.0,1000000.0,2000000.0,3160000000.0,3000000.0,0.0,0.0,0.0,2000000.0,-774800000.0,200000.0,100000.0,100000.0,610400000.0,200000.0,0.0,0.0,0.0,100000.0,-6.0,-3.0,-3.0,-4.0,0.0,-6.0,-319400000.0,0.0,100000.0,-4.0,100000.0,100000.0,-77300000.0,586900000.0,100000.0,100000.0,0.0,0.0,0.0,6.0
