Node Number,Residual_EquivalentStress_t0p1,Residual_EquivalentStress_t0p5,Residual_EquivalentStress_t0p9,Residual_EquivalentStress_t1p1,Residual_EquivalentStress_t1p5,Residual_EquivalentStress_t1p9,Residual_EquivalentStress_t2p1,Residual_EquivalentStress_t2p5,Residual_EquivalentStress_t2p9,Residual_EquivalentStress_t3p0,Residual_ShearStress_XY_t0p1,Residual_ShearStress_XY_t0p5,Residual_ShearStress_XY_t0p9,Residual_ShearStress_XY_t1p1,Residual_ShearStress_XY_t1p5,Residual_ShearStress_XY_t1p9,Residual_ShearStress_XY_t2p1,Residual_ShearStress_XY_t2p5,Residual_ShearStress_XY_t2p9,Residual_ShearStress_XY_t3p0,Residual_ShearStress_XZ_t0p1,Residual_ShearStress_XZ_t0p5,Residual_ShearStress_XZ_t0p9,Residual_ShearStress_XZ_t1p1,Residual_ShearStress_XZ_t1p5,Residual_ShearStress_XZ_t1p9,Residual_ShearStress_XZ_t2p1,Residual_ShearStress_XZ_t2p5,Residual_ShearStress_XZ_t2p9,Residual_ShearStress_XZ_t3p0,Residual_ShearStress_YZ_t0p1,Residual_ShearStress_YZ_t0p5,Residual_ShearStress_YZ_t0p9,Residual_ShearStress_YZ_t1p1,Residual_ShearStress_YZ_t1p5,Residual_ShearStress_YZ_t1p9,Residual_ShearStress_YZ_t2p1,Residual_ShearStress_YZ_t2p5,Residual_ShearStress_YZ_t2p9,Residual_ShearStress_YZ_t3p0
1,400.0,400.0,400.0,500.0,400.0,500.0,0.0,0.0,-1000.0,500.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,40.0,-8.0,-11.0,-12.0,-12.0,-12.0,-12.0,-12.0,-10.0,-11.0,-12.0,-29.0,-39.0,-42.0,-40.0,-40.0,-40.0,0.0,-100.0,-100.0,-43.0
2,400.0,600.0,600.0,600.0,600.0,500.0,-1000.0,-1000.0,-1000.0,600.0,20.0,20.0,30.0,10.0,10.0,10.0,0.0,100.0,0.0,10.0,1.0,2.0,1.0,0.0,1.0,1.0,0.7000000000000455,0.7000000000002728,0.6999999999998181,0.6000000000003638,-40.0,-60.0,-60.0,-50.0,-50.0,-60.0,-100.0,0.0,-100.0,-60.0
3,400.0,600.0,600.0,600.0,500.0,600.0,0.0,0.0,-1000.0,600.0,20.0,30.0,20.0,20.0,10.0,20.0,100.0,0.0,0.0,10.0,9.0,12.0,13.0,12.0,12.0,12.0,12.0,20.0,12.0,12.5,-40.0,-40.0,-50.0,-50.0,-50.0,-50.0,-100.0,-100.0,0.0,-50.0
4,400.0,600.0,700.0,600.0,600.0,600.0,0.0,0.0,-1000.0,600.0,10.0,10.0,0.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.900000000000091,1.099999999999909,1.099999999999909,0.8000000000001819,0.900000000000091,0.900000000000091,0.0,0.0,0.0,0.7999999999997272,-20.0,-40.0,-40.0,-30.0,-40.0,-40.0,0.0,0.0,0.0,-40.0
5,500.0,600.0,700.0,600.0,600.0,700.0,0.0,-1000.0,-1000.0,600.0,-6.0,-11.0,-15.0,-19.0,-19.0,-19.0,0.0,0.0,0.0,-19.0,-9.0,-12.0,-14.0,-14.0,-14.0,-14.0,0.0,0.0,0.0,-14.0,-30.0,-50.0,-50.0,-50.0,-50.0,-50.0,-100.0,-100.0,-100.0,-50.0
6,400.0,500.0,600.0,600.0,600.0,600.0,-1000.0,0.0,-1000.0,700.0,2.0,1.0,0.0,-4.0,-4.5,-5.0,0.0,0.0,-100.0,-5.0,-0.5,-0.8000000000001819,-1.0999999999994543,-1.5,-1.5,-1.5,0.0,0.0,0.0,-1.599999999999909,-40.0,-50.0,-60.0,-60.0,-60.0,-60.0,0.0,0.0,0.0,-60.0
7,400.0,600.0,700.0,600.0,600.0,600.0,-1000.0,0.0,-1000.0,700.0,14.0,18.0,18.0,14.0,14.0,13.0,0.0,0.0,0.0,13.400000000000091,10.0,12.0,14.0,13.0,13.0,13.0,10.0,0.0,20.0,13.0,-30.0,-50.0,-50.0,-50.0,-50.0,-50.0,-100.0,0.0,-100.0,-50.0
8,400.0,600.0,600.0,600.0,600.0,600.0,-1000.0,-1000.0,-1000.0,600.0,5.099999999999909,6.300000000000182,5.199999999999818,2.199999999999818,1.699999999999818,1.800000000000182,2.0,2.0,1.0,1.7900000000000773,1.099999999999909,1.3999999999998636,1.5,1.400000000000091,1.400000000000091,1.400000000000091,1.5,2.0,1.5,1.5,-30.0,-40.0,-40.0,-40.0,-40.0,-40.0,-100.0,0.0,0.0,-40.0
9,400.0,600.0,700.0,600.0,600.0,700.0,-1000.0,0.0,-1000.0,600.0,-4.0,-7.0,-10.0,-12.0,-13.0,-13.0,0.0,0.0,0.0,-13.200000000000045,-8.0,-12.0,-13.0,-13.0,-13.0,-13.0,-10.0,-20.0,-10.0,-14.0,-30.0,-40.0,-50.0,-50.0,-50.0,-50.0,0.0,-100.0,0.0,-50.0
10,400.0,600.0,600.0,600.0,600.0,600.0,-1000.0,-1000.0,-1000.0,600.0,6.0,7.0,6.0,2.0,1.0,2.0,0.0,0.0,0.0,1.199999999999818,-0.1999999999998181,-0.5,-0.7000000000000455,-1.07000000000005,-1.1500000000000057,-1.1100000000000136,0.0,0.0,0.0,-1.1439999999999912,-40.0,-60.0,-60.0,-60.0,-50.0,-60.0,-100.0,0.0,0.0,-60.0
