Node Number,Residual_EquivalentStress_t0p1,Residual_EquivalentStress_t0p5,Residual_EquivalentStress_t0p9,Residual_EquivalentStress_t1p1,Residual_EquivalentStress_t1p5,Residual_EquivalentStress_t1p9,Residual_EquivalentStress_t2p1,Residual_EquivalentStress_t2p5,Residual_EquivalentStress_t2p9,Residual_EquivalentStress_t3p0,Residual_ShearStress_XY_t0p1,Residual_ShearStress_XY_t0p5,Residual_ShearStress_XY_t0p9,Residual_ShearStress_XY_t1p1,Residual_ShearStress_XY_t1p5,Residual_ShearStress_XY_t1p9,Residual_ShearStress_XY_t2p1,Residual_ShearStress_XY_t2p5,Residual_ShearStress_XY_t2p9,Residual_ShearStress_XY_t3p0,Residual_ShearStress_XZ_t0p1,Residual_ShearStress_XZ_t0p5,Residual_ShearStress_XZ_t0p9,Residual_ShearStress_XZ_t1p1,Residual_ShearStress_XZ_t1p5,Residual_ShearStress_XZ_t1p9,Residual_ShearStress_XZ_t2p1,Residual_ShearStress_XZ_t2p5,Residual_ShearStress_XZ_t2p9,Residual_ShearStress_XZ_t3p0,Residual_ShearStress_YZ_t0p1,Residual_ShearStress_YZ_t0p5,Residual_ShearStress_YZ_t0p9,Residual_ShearStress_YZ_t1p1,Residual_ShearStress_YZ_t1p5,Residual_ShearStress_YZ_t1p9,Residual_ShearStress_YZ_t2p1,Residual_ShearStress_YZ_t2p5,Residual_ShearStress_YZ_t2p9,Residual_ShearStress_YZ_t3p0
1,3000000.0,4000000.0,5000000.0,-8708000000.0,-1941000000.0,4000000.0,0.0,0.0,-10000000.0,5000000.0,98000000.0,0.0,0.0,0.0,0.0,-1000000.0,0.0,0.0,-1000000.0,-1000000.0,-8.0,-11.0,-12.0,-11.0,-6.0,-12.0,-100000.0,-100000.0,-100000.0,-12.0,-28.0,-300000.0,-43.0,-400000.0,-139000000.0,-400000.0,0.0,0.0,0.0,-43.0
2,4000000.0,-1273000000.0,6000000.0,6234000000.0,5000000.0,6107000000.0,-10000000.0,0.0,-10000000.0,6000000.0,-100000.0,0.0,-100000.0,-61300000.0,-100000.0,-200000.0,0.0,0.0,0.0,-200000.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,-400000.0,-743000000.0,-600000.0,-600000.0,-500000.0,246900000.0,-1000000.0,-1000000.0,-1000000.0,-600000.0
3,5917000000.0,5000000.0,6000000.0,6000000.0,5000000.0,7260000000.0,0.0,21950000000.0,-10000000.0,-7815000000.0,-100000.0,-100000.0,-100000.0,-200000.0,-200000.0,-511400000.0,-200000.0,0.0,-200000.0,-200000.0,8.0,10.0,12.0,12.0,12.0,12.0,13.0,100000.0,13.0,8274.0,-204700000.0,487400000.0,-600000.0,-500000.0,-500000.0,-500000.0,0.0,0.0,-1000000.0,-500000.0
4,6556000000.0,5000000.0,7000000.0,6000000.0,-7527000000.0,-8409000000.0,-53470000000.0,-10000000.0,-10000000.0,7000000.0,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,-2.0,-2.0,-9.0,-1.0,3093.0,1.0,-2.0,-1.0,-124400000.0,-300000.0,-400000.0,-300000.0,-300000.0,-673600000.0,-1000000.0,0.0,0.0,-40.0
5,-7169000000.0,6000000.0,6000000.0,-8445000000.0,6000000.0,6000000.0,0.0,0.0,-10000000.0,6000000.0,-13.0,-24.0,-21.0,-18.0,7.0,-19.0,0.0,0.0,0.0,-20.0,-9.0,-13.0,-14.0,-14.0,-13.0,-13.0,-14.0,415900000.0,-14.0,-14.0,-300000.0,-400000.0,-500000.0,-500000.0,-500000.0,-400000.0,0.0,0.0,-1000000.0,-500000.0
6,4000000.0,6000000.0,7000000.0,6000000.0,8484000000.0,-8607000000.0,-10000000.0,0.0,-10000000.0,7000000.0,-3.0,-10.0,-6.0,5.0,2.0,-3.0,0.0,0.0,0.0,-5.0,-1.0,1.0,3.0,-4.0,-1.0,-6.0,0.0,0.0,0.0,4.0,-400000.0,-690700000.0,-600000.0,-500000.0,-233700000.0,-600000.0,0.0,0.0,0.0,-500000.0
7,4000000.0,5000000.0,6000000.0,6000000.0,5000000.0,6000000.0,0.0,-10000000.0,0.0,7000000.0,8.0,7.0,13.0,14.0,15.0,13.0,3068000000.0,0.0,0.0,13.0,9.0,11.0,14.0,13.0,13.0,13.0,168200000.0,0.0,-100000.0,-2.0,-300000.0,-500000.0,-600000.0,-500000.0,-500000.0,112900000.0,0.0,0.0,-1000000.0,-600000.0
8,4000000.0,5000000.0,6000000.0,6000000.0,5000000.0,8475000000.0,-10000000.0,0.0,-10000000.0,-435000000.0,0.0,4.0,-1.0,-5333.0,7451.0,4.0,2.0,0.0,2.0,-6.0,0.0,2682.0,-4.0,3812.0,6.0,-4.0,2.0,1.0,2.0,-4.0,-200000.0,-300000.0,-400000.0,-300000.0,-475500000.0,-400000.0,0.0,0.0,0.0,-400000.0
9,5000000.0,-4153000000.0,6000000.0,5000000.0,-8499000000.0,6000000.0,35360000000.0,37430000000.0,-10000000.0,483000000.0,-8.0,-15.0,-14.0,-12.0,-12.0,-12.0,0.0,0.0,0.0,-3.0,-9.0,-11.0,-13.0,-12.0,-12.0,-13.0,-124300000.0,-1000000.0,-100000.0,7.0,-300000.0,-578200000.0,-500000.0,54500000.0,848300000.0,-500000.0,0.0,-1000000.0,0.0,-133700000.0
10,4000000.0,5000000.0,6000000.0,6000000.0,5000000.0,6000000.0,-10000000.0,-10000000.0,0.0,6000000.0,1.0,-4.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,7.0,-51.0,2.0,3.0,-1.0,-47.0,0.0,0.0,0.0,1.0,-406200000.0,-400000.0,-600000.0,-221900000.0,-600000.0,-600000.0,-1000000.0,-1000000.0,-1000000.0,-600000.0
