Node Number,Residual_EquivalentStress_t0p1,Residual_EquivalentStress_t0p5,Residual_EquivalentStress_t0p9,Residual_EquivalentStress_t1p1,Residual_EquivalentStress_t1p5,Residual_EquivalentStress_t1p9,Residual_EquivalentStress_t2p1,Residual_EquivalentStress_t2p5,Residual_EquivalentStress_t2p9,Residual_EquivalentStress_t3p0,Residual_ShearStress_XY_t0p1,Residual_ShearStress_XY_t0p5,Residual_ShearStress_XY_t0p9,Residual_ShearStress_XY_t1p1,Residual_ShearStress_XY_t1p5,Residual_ShearStress_XY_t1p9,Residual_ShearStress_XY_t2p1,Residual_ShearStress_XY_t2p5,Residual_ShearStress_XY_t2p9,Residual_ShearStress_XY_t3p0,Residual_ShearStress_XZ_t0p1,Residual_ShearStress_XZ_t0p5,Residual_ShearStress_XZ_t0p9,Residual_ShearStress_XZ_t1p1,Residual_ShearStress_XZ_t1p5,Residual_ShearStress_XZ_t1p9,Residual_ShearStress_XZ_t2p1,Residual_ShearStress_XZ_t2p5,Residual_ShearStress_XZ_t2p9,Residual_ShearStress_XZ_t3p0,Residual_ShearStress_YZ_t0p1,Residual_ShearStress_YZ_t0p5,Residual_ShearStress_YZ_t0p9,Residual_ShearStress_YZ_t1p1,Residual_ShearStress_YZ_t1p5,Residual_ShearStress_YZ_t1p9,Residual_ShearStress_YZ_t2p1,Residual_ShearStress_YZ_t2p5,Residual_ShearStress_YZ_t2p9,Residual_ShearStress_YZ_t3p0
1,3000000.0,3000000.0,1103000000.0,-9403000000.0,0.0,8409000000.0,0.0,0.0,0.0,4370000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10000000.0,0.0,-8.0,0.0,-13.0,-12.0,-11.0,-11.0,-100000.0,0.0,-100000.0,-12.0,-200000.0,-300000.0,-500000.0,-400000.0,-300000.0,-400000.0,0.0,0.0,0.0,-41.0
2,4000000.0,4000000.0,5000000.0,5000000.0,-5326000000.0,5000000.0,0.0,0.0,0.0,-4233000000.0,0.0,200000.0,-100000.0,-100000.0,0.0,-418700000.0,0.0,0.0,-1000000.0,-100000.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-300000.0,-400000.0,-600000.0,-500000.0,-500000.0,-500000.0,0.0,0.0,0.0,210000000.0
3,3000000.0,4000000.0,6000000.0,5000000.0,3000000.0,5000000.0,0.0,0.0,-10000000.0,6000000.0,-100000.0,100000.0,-100000.0,851300000.0,0.0,-200000.0,0.0,0.0,0.0,-100000.0,8.0,8.0,12.0,11.0,-102700000.0,11.0,100000.0,200000.0,100000.0,-2.0,-510700000.0,-300000.0,-500000.0,-255100000.0,-400000.0,-500000.0,0.0,0.0,0.0,-500000.0
4,4000000.0,-4892000000.0,1887000000.0,5000000.0,3000000.0,5000000.0,0.0,100000000.0,-10000000.0,6000000.0,0.0,200000.0,100000.0,0.0,100000.0,0.0,0.0,0.0,0.0,100000.0,4.0,-1671.0,-4.0,2256.0,-3408.0,228.0,-1.0,0.0,0.0,-5.0,-200000.0,-833700000.0,-400000.0,-300000.0,-300000.0,-725800000.0,0.0,0.0,0.0,-400000.0
5,3469000000.0,4000000.0,6000000.0,5000000.0,2847000000.0,-3667000000.0,0.0,0.0,0.0,6000000.0,-17.0,-23.0,-26.0,-8.0,-18.0,3.0,0.0,0.0,1000000.0,-26.0,-9.0,-10.0,-14.0,-13.0,-100000.0,-13.0,200000.0,0.0,100000.0,-14.0,-400000.0,-246000000.0,-656500000.0,-400000.0,-400000.0,-500000.0,0.0,0.0,0.0,-400000.0
6,4000000.0,4000000.0,6000000.0,5000000.0,4000000.0,3884000000.0,0.0,0.0,0.0,6000000.0,-8.0,-7.0,-11.0,1.0,-5.0,1.0,0.0,0.0,0.0,-12.0,5.0,2.0,-2.0,-1.0,-2.0,-2.0,0.0,0.0,0.0,-2.0,-300000.0,-400000.0,-600000.0,-500000.0,-400000.0,-500000.0,0.0,0.0,0.0,-600000.0
7,4000000.0,6538000000.0,6000000.0,-4279000000.0,2847000000.0,6000000.0,-10000000.0,0.0,-10000000.0,6000000.0,5.0,4.0,8.0,13.0,-100000.0,11.0,0.0,0.0,0.0,7.0,8.0,9.0,13.0,12.0,-100000.0,12.0,0.0,0.0,0.0,-3.0,-400000.0,-400000.0,-500000.0,-500000.0,599900000.0,-500000.0,0.0,0.0,0.0,-500000.0
8,4000000.0,4000000.0,6000000.0,5000000.0,3000000.0,5000000.0,0.0,0.0,0.0,7000000.0,-2.0,-4.0,1.0,8415.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,7430.0,1.0,-3.0,0.0,0.0,0.0,-3.0,-427700000.0,-300000.0,-400000.0,-779700000.0,-300000.0,-300000.0,0.0,0.0,0.0,-400000.0
9,4000000.0,4000000.0,6000000.0,5000000.0,4000000.0,5000000.0,-10000000.0,0.0,-10000000.0,6000000.0,-11.0,-14.0,-18.0,-10.0,-100000.0,-13.0,0.0,0.0,0.0,-17.0,-8.0,-10.0,-13.0,-12.0,-100000.0,-12.0,0.0,-1000000.0,0.0,1.0,-300000.0,-300000.0,-500000.0,-400000.0,-300000.0,353300000.0,0.0,0.0,0.0,-500000.0
10,-3767000000.0,-6431000000.0,6000000.0,5000000.0,4000000.0,5000000.0,0.0,0.0,0.0,6000000.0,-2.0,-5.0,-5.0,3.0,-2.0,0.0,0.0,0.0,0.0,-4.0,12.0,50.0,-19.0,1.0,-4.0,-1.0,0.0,0.0,0.0,4462.0,-300000.0,524300000.0,-600000.0,-400000.0,-400000.0,-500000.0,0.0,0.0,0.0,-600000.0
